submission_id,Index,ItemId,SubjectId,Word,experiment_duration,experiment_end_time,experiment_start_time,mousePositionX,mousePositionY,response,responseTime,wordPositionBottom,wordPositionLeft,wordPositionRight,wordPositionTop
6,0,1,06, In ,52338,1673952618705,1673952566367,462,81,advantages,2106,26.0,0.0,20.0,2.0
6,0,1,06, In ,52338,1673952618705,1673952566367,471,83,advantages,2206,26.0,0.0,20.0,2.0
6,0,1,06, In ,52338,1673952618705,1673952566367,479,83,advantages,2310,26.0,0.0,20.0,2.0
6,1,1,06, my ,52338,1673952618705,1673952566367,489,83,advantages,2410,26.0,19.0,48.0,2.0
6,1,1,06, my ,52338,1673952618705,1673952566367,500,86,advantages,2510,26.0,19.0,48.0,2.0
6,1,1,06, my ,52338,1673952618705,1673952566367,507,86,advantages,2610,26.0,19.0,48.0,2.0
6,1,1,06, my ,52338,1673952618705,1673952566367,507,86,advantages,2710,26.0,19.0,48.0,2.0
6,1,1,06, my ,52338,1673952618705,1673952566367,507,86,advantages,2810,26.0,19.0,48.0,2.0
6,1,1,06, my ,52338,1673952618705,1673952566367,507,86,advantages,2910,26.0,19.0,48.0,2.0
6,2,1,06, younger ,52338,1673952618705,1673952566367,525,86,advantages,3007,26.0,48.0,118.0,2.0
6,2,1,06, younger ,52338,1673952618705,1673952566367,553,86,advantages,3107,26.0,48.0,118.0,2.0
6,2,1,06, younger ,52338,1673952618705,1673952566367,569,86,advantages,3210,26.0,48.0,118.0,2.0
6,3,1,06, and ,52338,1673952618705,1673952566367,581,90,advantages,3307,26.0,117.0,152.0,2.0
6,3,1,06, and ,52338,1673952618705,1673952566367,581,90,advantages,3410,26.0,117.0,152.0,2.0
6,3,1,06, and ,52338,1673952618705,1673952566367,581,90,advantages,3510,26.0,117.0,152.0,2.0
6,3,1,06, and ,52338,1673952618705,1673952566367,581,90,advantages,3610,26.0,117.0,152.0,2.0
6,3,1,06, and ,52338,1673952618705,1673952566367,602,85,advantages,3707,26.0,117.0,152.0,2.0
6,4,1,06, more ,52338,1673952618705,1673952566367,639,80,advantages,3806,26.0,151.0,198.0,2.0
6,4,1,06, more ,52338,1673952618705,1673952566367,657,80,advantages,3910,26.0,151.0,198.0,2.0
6,5,1,06, vulnerable ,52338,1673952618705,1673952566367,664,81,advantages,4010,26.0,197.0,285.0,2.0
6,5,1,06, vulnerable ,52338,1673952618705,1673952566367,664,81,advantages,4110,26.0,197.0,285.0,2.0
6,5,1,06, vulnerable ,52338,1673952618705,1673952566367,664,81,advantages,4210,26.0,197.0,285.0,2.0
6,5,1,06, vulnerable ,52338,1673952618705,1673952566367,672,81,advantages,4310,26.0,197.0,285.0,2.0
6,5,1,06, vulnerable ,52338,1673952618705,1673952566367,719,85,advantages,4410,26.0,197.0,285.0,2.0
6,6,1,06, years ,52338,1673952618705,1673952566367,766,90,advantages,4506,26.0,282.0,331.0,2.0
6,6,1,06, years ,52338,1673952618705,1673952566367,766,90,advantages,4610,26.0,282.0,331.0,2.0
6,6,1,06, years ,52338,1673952618705,1673952566367,766,90,advantages,4710,26.0,282.0,331.0,2.0
6,6,1,06, years ,52338,1673952618705,1673952566367,766,90,advantages,4810,26.0,282.0,331.0,2.0
6,6,1,06, years ,52338,1673952618705,1673952566367,767,90,advantages,4910,26.0,282.0,331.0,2.0
6,7,1,06, my ,52338,1673952618705,1673952566367,819,89,advantages,5006,26.0,330.0,359.0,2.0
6,8,1,06, father ,52338,1673952618705,1673952566367,845,83,advantages,5106,26.0,359.0,413.0,2.0
6,8,1,06, father ,52338,1673952618705,1673952566367,845,83,advantages,5205,26.0,359.0,413.0,2.0
6,8,1,06, father ,52338,1673952618705,1673952566367,845,83,advantages,5310,26.0,359.0,413.0,2.0
6,8,1,06, father ,52338,1673952618705,1673952566367,845,83,advantages,5410,26.0,359.0,413.0,2.0
6,8,1,06, father ,52338,1673952618705,1673952566367,870,82,advantages,5510,26.0,359.0,413.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,919,78,advantages,5606,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,919,78,advantages,5710,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,919,78,advantages,5810,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,919,78,advantages,5906,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,919,78,advantages,6008,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,930,79,advantages,6109,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,947,87,advantages,6205,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,950,91,advantages,6306,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,952,93,advantages,6405,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,952,93,advantages,6505,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,952,93,advantages,6607,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,952,93,advantages,6710,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,952,93,advantages,6808,26.0,454.0,479.0,2.0
6,10,1,06, me ,52338,1673952618705,1673952566367,952,93,advantages,6910,26.0,454.0,479.0,2.0
6,8,1,06, father ,52338,1673952618705,1673952566367,823,93,advantages,7010,26.0,359.0,413.0,2.0
6,34,1,06, remember ,52338,1673952618705,1673952566367,514,161,advantages,7108,107.0,0.0,87.0,83.0
6,34,1,06, remember ,52338,1673952618705,1673952566367,503,165,advantages,7210,107.0,0.0,87.0,83.0
6,34,1,06, remember ,52338,1673952618705,1673952566367,503,165,advantages,7310,107.0,0.0,87.0,83.0
6,34,1,06, remember ,52338,1673952618705,1673952566367,499,164,advantages,7410,107.0,0.0,87.0,83.0
6,23,1,06, Whenever ,52338,1673952618705,1673952566367,488,144,advantages,7507,80.0,0.0,85.0,56.0
6,23,1,06, Whenever ,52338,1673952618705,1673952566367,485,131,advantages,7608,80.0,0.0,85.0,56.0
6,23,1,06, Whenever ,52338,1673952618705,1673952566367,481,128,advantages,7710,80.0,0.0,85.0,56.0
6,23,1,06, Whenever ,52338,1673952618705,1673952566367,481,125,advantages,7810,80.0,0.0,85.0,56.0
6,11,1,06, some ,52338,1673952618705,1673952566367,496,121,advantages,7905,53.0,0.0,49.0,29.0
6,12,1,06, advice ,52338,1673952618705,1673952566367,521,119,advantages,8008,53.0,48.0,106.0,29.0
6,12,1,06, advice ,52338,1673952618705,1673952566367,554,117,advantages,8107,53.0,48.0,106.0,29.0
6,12,1,06, advice ,52338,1673952618705,1673952566367,561,114,advantages,8207,53.0,48.0,106.0,29.0
6,12,1,06, advice ,52338,1673952618705,1673952566367,561,114,advantages,8310,53.0,48.0,106.0,29.0
6,12,1,06, advice ,52338,1673952618705,1673952566367,561,114,advantages,8410,53.0,48.0,106.0,29.0
6,14,1,06, I've ,52338,1673952618705,1673952566367,610,113,advantages,8510,53.0,141.0,174.0,29.0
6,15,1,06, been ,52338,1673952618705,1673952566367,658,107,advantages,8610,53.0,173.0,218.0,29.0
6,15,1,06, been ,52338,1673952618705,1673952566367,658,107,advantages,8710,53.0,173.0,218.0,29.0
6,15,1,06, been ,52338,1673952618705,1673952566367,658,107,advantages,8807,53.0,173.0,218.0,29.0
6,15,1,06, been ,52338,1673952618705,1673952566367,665,107,advantages,8910,53.0,173.0,218.0,29.0
6,16,1,06, turning ,52338,1673952618705,1673952566367,711,112,advantages,9010,53.0,217.0,279.0,29.0
6,16,1,06, turning ,52338,1673952618705,1673952566367,726,112,advantages,9106,53.0,217.0,279.0,29.0
6,16,1,06, turning ,52338,1673952618705,1673952566367,726,112,advantages,9206,53.0,217.0,279.0,29.0
6,16,1,06, turning ,52338,1673952618705,1673952566367,726,112,advantages,9310,53.0,217.0,279.0,29.0
6,17,1,06, over ,52338,1673952618705,1673952566367,758,111,advantages,9410,53.0,278.0,318.0,29.0
6,19,1,06, my ,52338,1673952618705,1673952566367,815,107,advantages,9510,53.0,337.0,366.0,29.0
6,19,1,06, my ,52338,1673952618705,1673952566367,815,107,advantages,9610,53.0,337.0,366.0,29.0
6,19,1,06, my ,52338,1673952618705,1673952566367,815,107,advantages,9710,53.0,337.0,366.0,29.0
6,19,1,06, my ,52338,1673952618705,1673952566367,816,107,advantages,9807,53.0,337.0,366.0,29.0
6,20,1,06, mind ,52338,1673952618705,1673952566367,846,110,advantages,9907,53.0,365.0,410.0,29.0
6,21,1,06, ever ,52338,1673952618705,1673952566367,878,114,advantages,10010,53.0,409.0,449.0,29.0
6,21,1,06, ever ,52338,1673952618705,1673952566367,878,114,advantages,10106,53.0,409.0,449.0,29.0
6,21,1,06, ever ,52338,1673952618705,1673952566367,878,114,advantages,10206,53.0,409.0,449.0,29.0
6,21,1,06, ever ,52338,1673952618705,1673952566367,895,114,advantages,10305,53.0,409.0,449.0,29.0
6,22,1,06, since. ,52338,1673952618705,1673952566367,937,114,advantages,10408,53.0,448.0,495.0,29.0
6,22,1,06, since. ,52338,1673952618705,1673952566367,938,114,advantages,10510,53.0,448.0,495.0,29.0
6,22,1,06, since. ,52338,1673952618705,1673952566367,938,114,advantages,10608,53.0,448.0,495.0,29.0
6,22,1,06, since. ,52338,1673952618705,1673952566367,938,114,advantages,10710,53.0,448.0,495.0,29.0
6,22,1,06, since. ,52338,1673952618705,1673952566367,930,114,advantages,10809,53.0,448.0,495.0,29.0
6,27,1,06, criticizing ,52338,1673952618705,1673952566367,694,134,advantages,10907,80.0,184.0,268.0,56.0
6,34,1,06, remember ,52338,1673952618705,1673952566367,545,157,advantages,11005,107.0,0.0,87.0,83.0
6,34,1,06, remember ,52338,1673952618705,1673952566367,545,157,advantages,11106,107.0,0.0,87.0,83.0
6,34,1,06, remember ,52338,1673952618705,1673952566367,542,157,advantages,11210,107.0,0.0,87.0,83.0
6,34,1,06, remember ,52338,1673952618705,1673952566367,507,154,advantages,11306,107.0,0.0,87.0,83.0
6,23,1,06, Whenever ,52338,1673952618705,1673952566367,497,146,advantages,11405,80.0,0.0,85.0,56.0
6,23,1,06, Whenever ,52338,1673952618705,1673952566367,491,146,advantages,11510,80.0,0.0,85.0,56.0
6,23,1,06, Whenever ,52338,1673952618705,1673952566367,492,146,advantages,11610,80.0,0.0,85.0,56.0
6,23,1,06, Whenever ,52338,1673952618705,1673952566367,539,147,advantages,11710,80.0,0.0,85.0,56.0
6,24,1,06, you ,52338,1673952618705,1673952566367,578,152,advantages,11806,80.0,83.0,117.0,56.0
6,25,1,06, feel ,52338,1673952618705,1673952566367,605,151,advantages,11910,80.0,117.0,153.0,56.0
6,26,1,06, like ,52338,1673952618705,1673952566367,639,148,advantages,12010,80.0,152.0,185.0,56.0
6,27,1,06, criticizing ,52338,1673952618705,1673952566367,674,142,advantages,12110,80.0,184.0,268.0,56.0
