sbm_id,expr_id,cond_id,para_nr,word_nr,word,duration,start_t,end_t,x_mean,y_mean,response
32,1,6,1,12, under ,186,2288,2474,558.75,41,yes
32,1,6,1,13, investigation. ,406,2474,2880,648.62,28.62,yes
32,1,6,1,0, The ,261,4623,4884,90.2,41,yes
32,1,6,1,1, son ,149,5384,5533,121.33,43.67,yes
32,1,6,1,4, actress ,251,5673,5924,224.6,45.6,yes
32,1,6,1,13, investigation. ,151,6333,6484,647.67,45,yes
32,1,6,2,6, embarrassed ,246,21344,21590,361.4,48.4,yes
32,1,6,2,10, wedding ,144,21689,21833,593,44,yes
32,1,6,2,12, ashamed. ,312,21881,22193,722.5,36.83,yes
32,1,6,4,1, son ,150,4901,5051,122,39,yes
32,1,6,4,3, the ,300,5152,5452,180.33,48,yes
32,1,6,4,5, who ,149,5552,5701,253.67,52,yes
32,1,6,4,6, politely ,250,5701,5951,318.2,50.8,yes
32,1,6,4,7, introduced ,500,5951,6451,388.3,50,yes
32,1,6,4,8, herself ,400,6451,6851,472.88,51.75,yes
32,1,6,4,9, was ,150,6851,7001,520,52,yes
32,1,6,4,10, popular ,700,7001,7701,564.5,49.64,yes
32,1,6,4,11, at ,248,7701,7949,620.2,44,yes
32,1,6,4,12, the ,151,7949,8100,645.33,45.67,yes
32,1,6,5,1, brother ,538,3015,3553,138.18,47.45,yes
32,1,6,5,2, of ,149,3553,3702,188.33,50,yes
32,1,6,5,3, the ,211,3702,3913,211,50,yes
32,1,6,5,4, schoolgirl ,489,3913,4402,266.7,53.2,yes
32,1,6,5,5, who ,300,4402,4702,340.83,55,yes
32,1,6,5,6, burned ,401,4702,5103,381.75,56.38,yes
32,1,6,7,1, grandma ,151,1005712,1005863,132,34.67,yes
32,1,6,7,1, grandma ,151,1006366,1006517,153.33,37.67,yes
32,1,6,7,3, the ,153,1006613,1006766,221,37,yes
32,1,6,7,4, fireman ,400,1006766,1007166,275.38,42.38,yes
32,1,6,7,5, who ,147,1007166,1007313,332.67,50.33,yes
32,1,6,7,6, criticized ,252,1007313,1007565,401.6,55,yes
32,1,6,7,7, himself ,311,1007565,1007876,470.17,56,yes
32,1,6,7,8, far ,237,1007876,1008113,509.6,56,yes
32,1,6,7,10, often ,311,1008214,1008525,588.33,48.33,yes
32,1,6,7,11, was ,150,1008525,1008675,626.33,43,yes
32,1,6,7,12, anxious. ,400,1008675,1009075,695,41.38,yes
32,1,6,8,0, The ,165,1634,1799,85,38.67,no
32,1,6,8,1, aunt ,435,1799,2234,124.56,41.78,no
32,1,6,8,4, schoolboy ,302,2434,2736,255.33,47.33,no
32,1,6,8,5, who ,563,2736,3299,311.55,52.82,no
32,1,6,8,6, hurt ,296,3299,3595,354.17,55,no
32,1,6,8,7, himself ,340,3595,3935,404.43,55,no
32,1,6,8,8, was ,457,3935,4392,462,51.89,no
32,1,6,8,9, concerned ,1203,4392,5595,515.96,45.12,no
32,1,6,8,10, about ,350,5595,5945,594.43,42,no
32,1,6,8,11, the ,139,5945,6084,638.67,39,no
32,1,6,8,12, injury. ,301,6084,6385,687.67,33.33,no
32,1,5,18,6, prepared ,198,2057,2255,324.5,57.75,yes
32,1,5,18,11, was ,147,2608,2755,554.33,48,yes
32,1,5,18,13, great ,396,2858,3254,615.62,48,yes
32,1,5,18,14, athlete. ,498,3254,3752,668.1,41.1,yes
32,1,5,19,1, grandma ,261,2769,3030,153,39,yes
32,1,5,19,4, policeman ,599,3130,3729,284.75,45.67,yes
