experiment,experiment_id,condition,condition_id,item_id,text,question,response_true,response_distractors,word_nr
local_coherence,1,adverb_high,3,64,Mike,Did Mike forget to water the flowers?,no,yes,0
local_coherence,1,adverb_high,3,64,watered,Did Mike forget to water the flowers?,no,yes,1
local_coherence,1,adverb_high,3,64,the,Did Mike forget to water the flowers?,no,yes,2
local_coherence,1,adverb_high,3,64,flower,Did Mike forget to water the flowers?,no,yes,3
local_coherence,1,adverb_high,3,64,he,Did Mike forget to water the flowers?,no,yes,4
local_coherence,1,adverb_high,3,64,will,Did Mike forget to water the flowers?,no,yes,5
local_coherence,1,adverb_high,3,64,sell,Did Mike forget to water the flowers?,no,yes,6
local_coherence,1,adverb_high,3,64,"yesterday,",Did Mike forget to water the flowers?,no,yes,7
local_coherence,1,adverb_high,3,64,but,Did Mike forget to water the flowers?,no,yes,8
local_coherence,1,adverb_high,3,64,he,Did Mike forget to water the flowers?,no,yes,9
local_coherence,1,adverb_high,3,64,forgot,Did Mike forget to water the flowers?,no,yes,10
local_coherence,1,adverb_high,3,64,to,Did Mike forget to water the flowers?,no,yes,11
local_coherence,1,adverb_high,3,64,water,Did Mike forget to water the flowers?,no,yes,12
local_coherence,1,adverb_high,3,64,the,Did Mike forget to water the flowers?,no,yes,13
local_coherence,1,adverb_high,3,64,bush.,Did Mike forget to water the flowers?,no,yes,14
local_coherence,1,adverb_high,3,63,Mary,Did the applicant answer?,no,yes,0
local_coherence,1,adverb_high,3,63,called,Did the applicant answer?,no,yes,1
local_coherence,1,adverb_high,3,63,the,Did the applicant answer?,no,yes,2
local_coherence,1,adverb_high,3,63,applicant,Did the applicant answer?,no,yes,3
local_coherence,1,adverb_high,3,63,she,Did the applicant answer?,no,yes,4
local_coherence,1,adverb_high,3,63,will,Did the applicant answer?,no,yes,5
local_coherence,1,adverb_high,3,63,interview,Did the applicant answer?,no,yes,6
local_coherence,1,adverb_high,3,63,"yesterday,",Did the applicant answer?,no,yes,7
local_coherence,1,adverb_high,3,63,but,Did the applicant answer?,no,yes,8
local_coherence,1,adverb_high,3,63,there,Did the applicant answer?,no,yes,9
local_coherence,1,adverb_high,3,63,was,Did the applicant answer?,no,yes,10
local_coherence,1,adverb_high,3,63,no,Did the applicant answer?,no,yes,11
local_coherence,1,adverb_high,3,63,answer.,Did the applicant answer?,no,yes,12
local_coherence,1,adverb_high,3,62,James,Did James drive a car?,yes,no,0
local_coherence,1,adverb_high,3,62,will,Did James drive a car?,yes,no,1
local_coherence,1,adverb_high,3,62,fix,Did James drive a car?,yes,no,2
local_coherence,1,adverb_high,3,62,the,Did James drive a car?,yes,no,3
local_coherence,1,adverb_high,3,62,car,Did James drive a car?,yes,no,4
local_coherence,1,adverb_high,3,62,he,Did James drive a car?,yes,no,5
local_coherence,1,adverb_high,3,62,drove,Did James drive a car?,yes,no,6
local_coherence,1,adverb_high,3,62,"tomorrow,",Did James drive a car?,yes,no,7
local_coherence,1,adverb_high,3,62,but,Did James drive a car?,yes,no,8
local_coherence,1,adverb_high,3,62,he,Did James drive a car?,yes,no,9
local_coherence,1,adverb_high,3,62,will,Did James drive a car?,yes,no,10
local_coherence,1,adverb_high,3,62,need,Did James drive a car?,yes,no,11
local_coherence,1,adverb_high,3,62,some,Did James drive a car?,yes,no,12
local_coherence,1,adverb_high,3,62,help.,Did James drive a car?,yes,no,13
local_coherence,1,adverb_high,3,61,Linda,Will Linda wear her skirt?,no,yes,0
local_coherence,1,adverb_high,3,61,will,Will Linda wear her skirt?,no,yes,1
local_coherence,1,adverb_high,3,61,wear,Will Linda wear her skirt?,no,yes,2
local_coherence,1,adverb_high,3,61,the,Will Linda wear her skirt?,no,yes,3
local_coherence,1,adverb_high,3,61,sweater,Will Linda wear her skirt?,no,yes,4
local_coherence,1,adverb_high,3,61,she,Will Linda wear her skirt?,no,yes,5
local_coherence,1,adverb_high,3,61,washed,Will Linda wear her skirt?,no,yes,6
local_coherence,1,adverb_high,3,61,"tomorrow,",Will Linda wear her skirt?,no,yes,7
local_coherence,1,adverb_high,3,61,but,Will Linda wear her skirt?,no,yes,8
local_coherence,1,adverb_high,3,61,she,Will Linda wear her skirt?,no,yes,9
local_coherence,1,adverb_high,3,61,won't,Will Linda wear her skirt?,no,yes,10
local_coherence,1,adverb_high,3,61,wear,Will Linda wear her skirt?,no,yes,11
local_coherence,1,adverb_high,3,61,her,Will Linda wear her skirt?,no,yes,12
local_coherence,1,adverb_high,3,61,skirt.,Will Linda wear her skirt?,no,yes,13
local_coherence,1,and_no_comma,1,40,The,Did the customer get a free dessert?,yes,no,0
local_coherence,1,and_no_comma,1,40,customer,Did the customer get a free dessert?,yes,no,1
local_coherence,1,and_no_comma,1,40,complained,Did the customer get a free dessert?,yes,no,2
local_coherence,1,and_no_comma,1,40,about,Did the customer get a free dessert?,yes,no,3
local_coherence,1,and_no_comma,1,40,the,Did the customer get a free dessert?,yes,no,4
local_coherence,1,and_no_comma,1,40,waiter,Did the customer get a free dessert?,yes,no,5
local_coherence,1,and_no_comma,1,40,and,Did the customer get a free dessert?,yes,no,6
local_coherence,1,and_no_comma,1,40,the,Did the customer get a free dessert?,yes,no,7
local_coherence,1,and_no_comma,1,40,chef,Did the customer get a free dessert?,yes,no,8
local_coherence,1,and_no_comma,1,40,gave,Did the customer get a free dessert?,yes,no,9
local_coherence,1,and_no_comma,1,40,him,Did the customer get a free dessert?,yes,no,10
local_coherence,1,and_no_comma,1,40,a,Did the customer get a free dessert?,yes,no,11
local_coherence,1,and_no_comma,1,40,free,Did the customer get a free dessert?,yes,no,12
local_coherence,1,and_no_comma,1,40,dessert.,Did the customer get a free dessert?,yes,no,13
local_coherence,1,and_no_comma,1,39,The,Could the woman find Bill?,no,yes,0
local_coherence,1,and_no_comma,1,39,woman,Could the woman find Bill?,no,yes,1
local_coherence,1,and_no_comma,1,39,could,Could the woman find Bill?,no,yes,2
local_coherence,1,and_no_comma,1,39,not,Could the woman find Bill?,no,yes,3
local_coherence,1,and_no_comma,1,39,find,Could the woman find Bill?,no,yes,4
local_coherence,1,and_no_comma,1,39,Bill,Could the woman find Bill?,no,yes,5
