experiment,experiment_id,condition,condition_id,item_id,text,question,response_true,response_distractors,word_nr
local_coherence,1,adverb_high,3,72,Kim,Will Kim show all the photos?,no,yes,0
local_coherence,1,adverb_high,3,72,will,Will Kim show all the photos?,no,yes,1
local_coherence,1,adverb_high,3,72,display,Will Kim show all the photos?,no,yes,2
local_coherence,1,adverb_high,3,72,the,Will Kim show all the photos?,no,yes,3
local_coherence,1,adverb_high,3,72,photos,Will Kim show all the photos?,no,yes,4
local_coherence,1,adverb_high,3,72,she,Will Kim show all the photos?,no,yes,5
local_coherence,1,adverb_high,3,72,took,Will Kim show all the photos?,no,yes,6
local_coherence,1,adverb_high,3,72,next,Will Kim show all the photos?,no,yes,7
local_coherence,1,adverb_high,3,72,"month,",Will Kim show all the photos?,no,yes,8
local_coherence,1,adverb_high,3,72,but,Will Kim show all the photos?,no,yes,9
local_coherence,1,adverb_high,3,72,she,Will Kim show all the photos?,no,yes,10
local_coherence,1,adverb_high,3,72,won't,Will Kim show all the photos?,no,yes,11
local_coherence,1,adverb_high,3,72,show,Will Kim show all the photos?,no,yes,12
local_coherence,1,adverb_high,3,72,all,Will Kim show all the photos?,no,yes,13
local_coherence,1,adverb_high,3,72,of,Will Kim show all the photos?,no,yes,14
local_coherence,1,adverb_high,3,72,them.,Will Kim show all the photos?,no,yes,15
local_coherence,1,adverb_high,3,70,John,Did John fire an employee?,yes,no,0
local_coherence,1,adverb_high,3,70,hired,Did John fire an employee?,yes,no,1
local_coherence,1,adverb_high,3,70,the,Did John fire an employee?,yes,no,2
local_coherence,1,adverb_high,3,70,clerk,Did John fire an employee?,yes,no,3
local_coherence,1,adverb_high,3,70,he,Did John fire an employee?,yes,no,4
local_coherence,1,adverb_high,3,70,will,Did John fire an employee?,yes,no,5
local_coherence,1,adverb_high,3,70,promote,Did John fire an employee?,yes,no,6
local_coherence,1,adverb_high,3,70,last,Did John fire an employee?,yes,no,7
local_coherence,1,adverb_high,3,70,"month,",Did John fire an employee?,yes,no,8
local_coherence,1,adverb_high,3,70,but,Did John fire an employee?,yes,no,9
local_coherence,1,adverb_high,3,70,he,Did John fire an employee?,yes,no,10
local_coherence,1,adverb_high,3,70,fired,Did John fire an employee?,yes,no,11
local_coherence,1,adverb_high,3,70,another,Did John fire an employee?,yes,no,12
local_coherence,1,adverb_high,3,70,employee.,Did John fire an employee?,yes,no,13
local_coherence,1,adverb_high,3,69,Jim,Did Jim paint the picture?,yes,no,0
local_coherence,1,adverb_high,3,69,painted,Did Jim paint the picture?,yes,no,1
local_coherence,1,adverb_high,3,69,the,Did Jim paint the picture?,yes,no,2
local_coherence,1,adverb_high,3,69,picture,Did Jim paint the picture?,yes,no,3
local_coherence,1,adverb_high,3,69,he,Did Jim paint the picture?,yes,no,4
local_coherence,1,adverb_high,3,69,will,Did Jim paint the picture?,yes,no,5
local_coherence,1,adverb_high,3,69,display,Did Jim paint the picture?,yes,no,6
local_coherence,1,adverb_high,3,69,last,Did Jim paint the picture?,yes,no,7
local_coherence,1,adverb_high,3,69,"month,",Did Jim paint the picture?,yes,no,8
local_coherence,1,adverb_high,3,69,but,Did Jim paint the picture?,yes,no,9
local_coherence,1,adverb_high,3,69,he,Did Jim paint the picture?,yes,no,10
local_coherence,1,adverb_high,3,69,isn't,Did Jim paint the picture?,yes,no,11
local_coherence,1,adverb_high,3,69,happy,Did Jim paint the picture?,yes,no,12
local_coherence,1,adverb_high,3,69,with,Did Jim paint the picture?,yes,no,13
local_coherence,1,adverb_high,3,69,it.,Did Jim paint the picture?,yes,no,14
local_coherence,1,adverb_high,3,68,Cathy,Will Cathy burn all the wood?,no,yes,0
local_coherence,1,adverb_high,3,68,will,Will Cathy burn all the wood?,no,yes,1
local_coherence,1,adverb_high,3,68,burn,Will Cathy burn all the wood?,no,yes,2
local_coherence,1,adverb_high,3,68,the,Will Cathy burn all the wood?,no,yes,3
local_coherence,1,adverb_high,3,68,wood,Will Cathy burn all the wood?,no,yes,4
local_coherence,1,adverb_high,3,68,she,Will Cathy burn all the wood?,no,yes,5
local_coherence,1,adverb_high,3,68,gathered,Will Cathy burn all the wood?,no,yes,6
local_coherence,1,adverb_high,3,68,next,Will Cathy burn all the wood?,no,yes,7
local_coherence,1,adverb_high,3,68,"week,",Will Cathy burn all the wood?,no,yes,8
local_coherence,1,adverb_high,3,68,but,Will Cathy burn all the wood?,no,yes,9
local_coherence,1,adverb_high,3,68,she,Will Cathy burn all the wood?,no,yes,10
local_coherence,1,adverb_high,3,68,will,Will Cathy burn all the wood?,no,yes,11
local_coherence,1,adverb_high,3,68,save,Will Cathy burn all the wood?,no,yes,12
local_coherence,1,adverb_high,3,68,some,Will Cathy burn all the wood?,no,yes,13
local_coherence,1,adverb_high,3,68,of,Will Cathy burn all the wood?,no,yes,14
local_coherence,1,adverb_high,3,68,it.,Will Cathy burn all the wood?,no,yes,15
local_coherence,1,adverb_high,3,67,Mark,Will Mark answer the email?,yes,no,0
local_coherence,1,adverb_high,3,67,will,Will Mark answer the email?,yes,no,1
local_coherence,1,adverb_high,3,67,answer,Will Mark answer the email?,yes,no,2
local_coherence,1,adverb_high,3,67,the,Will Mark answer the email?,yes,no,3
local_coherence,1,adverb_high,3,67,email,Will Mark answer the email?,yes,no,4
local_coherence,1,adverb_high,3,67,he,Will Mark answer the email?,yes,no,5
local_coherence,1,adverb_high,3,67,got,Will Mark answer the email?,yes,no,6
local_coherence,1,adverb_high,3,67,next,Will Mark answer the email?,yes,no,7
local_coherence,1,adverb_high,3,67,"week,",Will Mark answer the email?,yes,no,8
local_coherence,1,adverb_high,3,67,but,Will Mark answer the email?,yes,no,9
local_coherence,1,adverb_high,3,67,he,Will Mark answer the email?,yes,no,10
local_coherence,1,adverb_high,3,67,doesn't,Will Mark answer the email?,yes,no,11
local_coherence,1,adverb_high,3,67,know,Will Mark answer the email?,yes,no,12
local_coherence,1,adverb_high,3,67,what,Will Mark answer the email?,yes,no,13
local_coherence,1,adverb_high,3,67,to,Will Mark answer the email?,yes,no,14
local_coherence,1,adverb_high,3,67,write.,Will Mark answer the email?,yes,no,15
local_coherence,1,adverb_high,3,66,Chris,Did Chris clean the bookcase?,yes,no,0
local_coherence,1,adverb_high,3,66,cleaned,Did Chris clean the bookcase?,yes,no,1
local_coherence,1,adverb_high,3,66,the,Did Chris clean the bookcase?,yes,no,2
local_coherence,1,adverb_high,3,66,bookcase,Did Chris clean the bookcase?,yes,no,3
local_coherence,1,adverb_high,3,66,he,Did Chris clean the bookcase?,yes,no,4
local_coherence,1,adverb_high,3,66,will,Did Chris clean the bookcase?,yes,no,5
local_coherence,1,adverb_high,3,66,sell,Did Chris clean the bookcase?,yes,no,6
local_coherence,1,adverb_high,3,66,last,Did Chris clean the bookcase?,yes,no,7
local_coherence,1,adverb_high,3,66,"week,",Did Chris clean the bookcase?,yes,no,8
local_coherence,1,adverb_high,3,66,but,Did Chris clean the bookcase?,yes,no,9
local_coherence,1,adverb_high,3,66,it,Did Chris clean the bookcase?,yes,no,10
local_coherence,1,adverb_high,3,66,is,Did Chris clean the bookcase?,yes,no,11
local_coherence,1,adverb_high,3,66,still,Did Chris clean the bookcase?,yes,no,12
local_coherence,1,adverb_high,3,66,very,Did Chris clean the bookcase?,yes,no,13
local_coherence,1,adverb_high,3,66,dusty.,Did Chris clean the bookcase?,yes,no,14
local_coherence,1,adverb_high,3,65,Susan,Did Susan buy any cheese?,no,yes,0
local_coherence,1,adverb_high,3,65,bought,Did Susan buy any cheese?,no,yes,1
local_coherence,1,adverb_high,3,65,the,Did Susan buy any cheese?,no,yes,2
local_coherence,1,adverb_high,3,65,wine,Did Susan buy any cheese?,no,yes,3
local_coherence,1,adverb_high,3,65,she,Did Susan buy any cheese?,no,yes,4
local_coherence,1,adverb_high,3,65,will,Did Susan buy any cheese?,no,yes,5
local_coherence,1,adverb_high,3,65,drink,Did Susan buy any cheese?,no,yes,6
local_coherence,1,adverb_high,3,65,last,Did Susan buy any cheese?,no,yes,7
local_coherence,1,adverb_high,3,65,"week,",Did Susan buy any cheese?,no,yes,8
local_coherence,1,adverb_high,3,65,but,Did Susan buy any cheese?,no,yes,9
local_coherence,1,adverb_high,3,65,she,Did Susan buy any cheese?,no,yes,10
local_coherence,1,adverb_high,3,65,didn't,Did Susan buy any cheese?,no,yes,11
local_coherence,1,adverb_high,3,65,buy,Did Susan buy any cheese?,no,yes,12
local_coherence,1,adverb_high,3,65,any,Did Susan buy any cheese?,no,yes,13
local_coherence,1,adverb_high,3,65,cheese.,Did Susan buy any cheese?,no,yes,14
local_coherence,1,adverb_low,4,56,Lisa,Will Lisa change her plans?,yes,no,0
local_coherence,1,adverb_low,4,56,will,Will Lisa change her plans?,yes,no,1
local_coherence,1,adverb_low,4,56,change,Will Lisa change her plans?,yes,no,2
local_coherence,1,adverb_low,4,56,the,Will Lisa change her plans?,yes,no,3
local_coherence,1,adverb_low,4,56,plans,Will Lisa change her plans?,yes,no,4
local_coherence,1,adverb_low,4,56,she,Will Lisa change her plans?,yes,no,5
local_coherence,1,adverb_low,4,56,made,Will Lisa change her plans?,yes,no,6
local_coherence,1,adverb_low,4,56,last,Will Lisa change her plans?,yes,no,7
local_coherence,1,adverb_low,4,56,"week,",Will Lisa change her plans?,yes,no,8
local_coherence,1,adverb_low,4,56,but,Will Lisa change her plans?,yes,no,9
local_coherence,1,adverb_low,4,56,she,Will Lisa change her plans?,yes,no,10
local_coherence,1,adverb_low,4,56,won't,Will Lisa change her plans?,yes,no,11
local_coherence,1,adverb_low,4,56,cancel,Will Lisa change her plans?,yes,no,12
local_coherence,1,adverb_low,4,56,any,Will Lisa change her plans?,yes,no,13
local_coherence,1,adverb_low,4,56,of,Will Lisa change her plans?,yes,no,14
local_coherence,1,adverb_low,4,56,them.,Will Lisa change her plans?,yes,no,15
local_coherence,1,adverb_low,4,55,Tom,Does Tom know where to put the tree?,no,yes,0
local_coherence,1,adverb_low,4,55,will,Does Tom know where to put the tree?,no,yes,1
local_coherence,1,adverb_low,4,55,plant,Does Tom know where to put the tree?,no,yes,2
local_coherence,1,adverb_low,4,55,the,Does Tom know where to put the tree?,no,yes,3
local_coherence,1,adverb_low,4,55,tree,Does Tom know where to put the tree?,no,yes,4
local_coherence,1,adverb_low,4,55,he,Does Tom know where to put the tree?,no,yes,5
local_coherence,1,adverb_low,4,55,bought,Does Tom know where to put the tree?,no,yes,6
local_coherence,1,adverb_low,4,55,last,Does Tom know where to put the tree?,no,yes,7
